Fire Started,Temp (C),average humidity %,average wind speed,Unnamed: 0,Incident Name,County,Administrative Unit,Acres Burned,Crews Involved,Dozers,Engines,Fatalities,Helicopters,Injuries,Personnel Involved,Structures Damaged,Structures Destroyed,Structures Threatened,Water Tenders,Fire Extinguished,Longitude,Latitude,Incident ID
2019-10-09,18.280555556666666,76.68055555666666,19.254166666666666,1414,Cross Fire,"Monterey, San Luis Obispo",CAL FIRE San Benito-Monterey Unit and CAL FIRE San Luis Obispo Unit,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-11T07:30:00Z,-120.73102,35.79069,207f72f7-1453-40dc-919e-3551f7041b22
2019-10-09,18.280555556666666,76.68055555666666,19.254166666666666,1415,Corning Fire ,Tehama,CAL FIRE Tehama-Glenn Unit,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-09T12:39:00Z,-122.1604,39.847708,18fe1e24-799d-4aa9-a7ec-fa8e331ae3e9
2019-10-09,18.280555556666666,76.68055555666666,19.254166666666666,1416,Inghram Fire,Tehama,CAL FIRE Tehama-Glenn Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-10-08T09:52:00Z,-122.160416,39.847708,d6114db7-8a39-4b86-92a5-5c3dea1f348f
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1417,Merrill Fire,Contra Costa,City of Moraga,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-10T12:00:00Z,-122.103867,37.828267,19578ef2-6101-45b0-a82e-db3004c3a8a5
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1418,Eagle Fire,Riverside,CAL FIRE / Riverside County Fire,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-10T18:11:00Z,-117.499619,33.827979,6e93b252-99a3-4214-9921-238373b17535
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1419,Reche Fire,Riverside,CAL FIRE / Riverside County Fire ,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-10-13T07:30:00Z,-117.207068,33.975405,8739a46c-9d9b-464c-87d0-31738601d96f
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1420,Sandalwood Fire,Riverside,"Unified Command: CAL FIRE/Riverside County Fire Department, City of Calimesa and City of Yucaipa",1011.0,10.0,0.0,17.0,2.0,1.0,0.0,247.0,16.0,74.0,0.0,1.0,2019-10-19 18:08:44+00:00,-117.059167,33.9925,7ff84b11-c3fb-4f5c-8a00-07243d4a4e33
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1421,Plains Fire,Shasta,CAL FIRE Shasta-Trinity Unit,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-10T19:05:00Z,-122.19911,40.4988,f20ba27e-4c6c-4ca9-a356-ef88c4f788bb
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1422,Wolf Fire,Riverside,CAL FIRE/Riverside County Fire Department,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-12T17:22:00Z,-116.897333,33.8615,d37acb3f-94c8-47ef-b3da-6eb0d7353aa7
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1423,Saddle Ridge Fire,Los Angeles,Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest,8799.0,0.0,0.0,0.0,1.0,0.0,8.0,206.0,88.0,19.0,0.0,0.0,2019-10-31T09:10:00Z,-118.48161,34.32988,c52717d6-0297-4c5b-a0f1-f17abcd7ac27
2019-10-10,17.819444443333335,79.94444444333334,16.609722223333332,1424,Wendy Fire,Ventura,Ventura County Fire Department,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-14 06:26:07+00:00,-118.950833,34.156389,fd21c9dc-a89f-4a29-990b-33b95ae2adc9
2019-10-11,18.040277776666667,71.77777778,20.10277778,1425,Bitter Fire,San Luis Obispo,CAL FIRE San Luis Obispo County,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-11T16:21:00Z,-120.312856,35.709176,fd1bc30a-4377-45f6-ba2b-b4e1c7e65ee7
2019-10-11,18.040277776666667,71.77777778,20.10277778,1426,Caples Fire,El Dorado,USFS El Dorado National Forest,3435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-20 15:17:59+00:00,-120.145,38.724,451c3012-2831-44c1-8fc7-146fd02d2ce0
2019-10-11,18.040277776666667,71.77777778,20.10277778,1427,Olivas Fire,Ventura,Ventura County Fire Department ,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-12T18:00:00Z,-119.20187,34.23955,02e6023e-d306-4a67-a09c-b9224b98661e
2019-10-13,13.947222223333332,65.58333333666667,33.21111111,1428,Horse Fire,Lassen,Bureau of Land Management - Northern California District,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-16T13:44:00Z,-120.304341,40.387772,72c6a0db-a014-4cd9-9788-926707ef839c
2019-10-14,11.718055553333334,50.916666666666664,26.67222222,1429,Johnson Fire ,Riverside,Bureau of Indian Affairs,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-16T11:53:00Z,-116.05898,33.45148,8bf75401-999f-42bd-8c0a-8db508591545
2019-10-15,13.223611113333334,56.11111111,11.481944445666665,1430,Nustar Fire,Contra Costa,CAL FIRE Santa Clara Unit,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-18 06:40:51+00:00,-122.245186,38.045866,0baff961-3ce3-45ec-80f1-a72957f2f3f4
2019-10-15,13.223611113333334,56.11111111,11.481944445666665,1431,Fairmont Fire,San Diego,San Diego City Fire Department ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-16T13:50:00Z,-117.097441,32.762706,2a516d14-36ce-43b0-b34c-7483759a9c84
2019-10-17,15.41111111,68.65277777666667,9.384722222333332,1432,Real Fire,Santa Barbara,Santa Barbara County Fire Department,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-21T06:00:00Z,-120.190833,34.484722,baa2a51c-40bc-420c-9f88-db4783872d65
2019-10-17,15.41111111,68.65277777666667,9.384722222333332,1433,Grove Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-20 10:29:33+00:00,-122.604425,38.88913,df7805d1-682e-4a3d-b917-1bbab5e078ef
2019-10-18,15.769444443333333,71.26388888999999,9.734722223333334,1434,Mud Fire ,Fresno,CAL FIRE Fresno-Kings Unit,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-19T15:00:00Z,-120.460189,36.319291,ff8701f0-a12a-4b40-baa9-b58c4e2e31f3
2019-10-21,16.3875,78.11111111333334,10.802777779000001,1435,Beaumont Fire,San Bernardino,CAL FIRE San Bernardino Unit ,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-22T13:30:00Z,-117.21545,34.033117,6ad5dc4a-bd52-4cb4-9664-2ab606289d21
2019-10-21,16.3875,78.11111111333334,10.802777779000001,1436,Palisades Fire,Los Angeles,Los Angeles Fire Department ,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-31T14:16:00Z,-118.554091,34.055768,24eb323e-b97f-4087-886b-7efae8937bae
2019-10-23,16.9375,76.79166666666667,10.970833331,1437,Kincade Fire,Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,77758.0,2.0,0.0,5.0,0.0,0.0,4.0,55.0,60.0,374.0,0.0,2.0,2019-11-06T19:00:00Z,-122.780053,38.792458,809d101c-8aa3-4a53-bf20-f38ae7ec7941
2019-10-24,15.336111113333333,71.01388888666666,26.715277776666667,1438,Old Water Fire,San Bernardino,San Bernardino County Fire,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27 13:50:26+00:00,-117.274276,34.183624,956f8cd5-f4fb-43d7-8a34-1bb5db551995
2019-10-24,15.336111113333333,71.01388888666666,26.715277776666667,1439,Muir Fire,Marin,Marin County Fire,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27 21:12:42+00:00,-122.636471,37.896231,16b1921b-f753-4a36-85bc-d903555f0af4
2019-10-24,15.336111113333333,71.01388888666666,26.715277776666667,1440,Nelson Fire ,Butte,CALFIRE/Butte County Fire ,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-24T17:15:00Z,-121.800538,39.551423,6890469e-78d7-4dac-b162-6c23498fabcc
2019-10-24,15.336111113333333,71.01388888666666,26.715277776666667,1441,Tick Fire,Los Angeles,Los Angeles County Fire Department ,4615.0,8.0,0.0,69.0,0.0,0.0,0.0,509.0,27.0,22.0,10.0,0.0,2019-11-02 17:21:46+00:00,-118.368056,34.472778,020310d3-7834-4f57-a125-eff0eb3f54e5
2019-10-24,15.336111113333333,71.01388888666666,26.715277776666667,1442,Cabrillo Fire,San Mateo,CAL FIRE San Mateo- Santa Cruz Unit,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27T12:11:00Z,-122.361112,37.166674,ab8109fd-e8eb-4690-9f5c-3a8c9c47ff48
2019-10-24,15.336111113333333,71.01388888666666,26.715277776666667,1443,Mines Fire,Alameda,CAL FIRE Santa Clara Unit,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-27T13:55:00Z,-121.68598,37.62782,87404846-bc30-41b8-82fe-31c9aedb9ef7
2019-10-25,11.247222223333333,55.38888888666667,19.681944446666666,1444,Sawday Fire ,San Diego,CALFIRE San Diego ,97.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,2019-10-28T19:31:00Z,-116.742508,33.055124,a6701bb9-7086-4dbc-ac5f-8c98eeb0279a
2019-10-25,11.247222223333333,55.38888888666667,19.681944446666666,1445,Miller Fire,San Diego,CAL FIRE San Diego County Fire,37.0,4.0,2.0,10.0,0.0,4.0,0.0,100.0,1.0,3.0,0.0,2.0,2019-10-27T18:05:00Z,-117.027333,33.259861,7ff229e4-be94-4319-8916-19eb43753843
2019-10-27,14.493055556666667,56.902777776666674,31.015277776666665,1446,Rawson Fire,Tehama,CAL FIRE Tehama-Glenn Unit,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28T07:22:00Z,-122.25421,40.00171,828b2492-fc44-4fc0-97fa-f0b439e6fa0d
2019-10-27,14.493055556666667,56.902777776666674,31.015277776666665,1447,Cypress Complex,Contra Costa, East Contra Costa County Fire Protection District,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28T16:26:00Z,-121.64118,37.99136,d299dec7-b09f-47f7-80c9-859ddd1ecef3
2019-10-27,14.493055556666667,56.902777776666674,31.015277776666665,1448,Sky Fire ,Contra Costa,"Unified Command: CAL FIRE Santa Clara Unit, Crockett Fire and Contra Costa Fire. ",150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28T16:30:00Z,-122.2241,38.03545,64104ca2-a187-4b11-bb43-e22253bbcb52
2019-10-27,14.493055556666667,56.902777776666674,31.015277776666665,1449,Glencove Fire ,Solano,Vallejo city fire,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28T16:28:00Z,-122.22463,38.07205,c9f9ded3-170f-4b04-a50e-2c03153c663f
2019-10-27,14.493055556666667,56.902777776666674,31.015277776666665,1450,Burris Fire,Mendocino,CAL FIRE Mendocino Unit,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-03T18:52:00Z,-123.12887,39.22431,9cc1af36-29f2-4af5-afa7-23b9ce17630e
2019-10-27,14.493055556666667,56.902777776666674,31.015277776666665,1451,Forest Fire,Contra Costa,Contra Costa Fire Department ,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-28T16:26:00Z,-122.11092,37.97911,b36ed23e-a3de-4aff-bdbc-d6ebf8d8f077
2019-10-28,12.669444443333333,50.041666666666664,22.805555553333335,1452,Getty Fire ,Los Angeles, Los Angeles Fire Department,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05T17:30:00Z,-118.478717,34.098191,e693477a-37d2-4aba-9e73-a63421a2b3a6
2019-10-30,16.562499996666666,59.875,24.118055553333335,1453,Easy Fire,Ventura,Ventura County Fire Department,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-02T18:57:00Z,-118.803389,34.282179,00e6d6d5-f168-45fa-817a-f7758a5170b7
2019-10-31,16.01527778,56.708333333333336,17.776388886666666,1454,46 Fire,Riverside,CAL FIRE Riverside County Fire Department,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-03T16:15:00Z,-117.414111,33.985972,e59fa47f-0f47-49a9-a2c5-092cfaf68ed5
2019-10-31,16.01527778,56.708333333333336,17.776388886666666,1455,Copper Fire,San Diego,CAL FIRE San Diego ,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-02 21:03:29+00:00,-116.834583,32.564583,e471b23c-f00c-44bc-afc1-6ab02b0af4c3
2019-10-31,16.01527778,56.708333333333336,17.776388886666666,1456,Hillside Fire,San Bernardino,San Bernardino County Fire Department/ San Bernardino Nation Forest Service,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-05T09:03:00Z,-117.285,34.183,dfc32e06-b88e-4d30-ae3d-22bc18792f5e
2019-10-31,16.01527778,56.708333333333336,17.776388886666666,1457,Hill Fire ,Riverside,CAL FIRE Riverside County Fire Department ,628.0,5.0,2.0,14.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,1.0,2019-11-02T18:44:00Z,-117.4625,34.01778,8f23653c-1a4c-4609-bfb3-72b1665eab69
2019-10-31,16.01527778,56.708333333333336,17.776388886666666,1458,Maria Fire ,Ventura,Ventura County Fire Department ,9999.0,17.0,0.0,45.0,0.0,0.0,0.0,626.0,0.0,4.0,0.0,3.0,2019-11-06T18:00:00Z,-118.997115,34.302212,31852a71-e639-496f-9e7d-0968d1c218b3
2019-11-01,15.48888889,60.93055555666666,12.71388889,1459,Sobrante Fire ,Riverside,CAL FIRE Riverside County Fire Department ,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-01T08:55:00Z,-117.461363,33.849906,305f30f5-622d-4c55-8813-45ffbc15aed0
2019-11-03,11.623611109999999,62.23611111,25.487500003333334,1460,Ranch Fire,Tehama,CAL FIRE Tehama-Glenn Unit,2534.0,2.0,0.0,2.0,0.0,0.0,4.0,69.0,0.0,0.0,0.0,0.0,2019-11-14T18:02:00Z,-122.637837,40.036379,69d98a94-4980-4dc0-b388-61c37c635f32
2019-11-05,11.275,67.02777777666667,12.306944445666666,1461,Eagle Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-06T18:30:00Z,-122.496548,39.100408,600d608d-6279-435d-bc9b-99aacaa5e80f
2019-11-25,2.7624999996666664,62.0,14.044444443333333,1462,Foothills Fire,Placer,CAL FIRE Nevada-Yuba-Placer Unit,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-28 21:36:53+00:00,-121.325842,38.838992,77d64e4c-a50f-4f4d-a750-e6a6f0ddadc9
2019-11-25,2.7624999996666664,62.0,14.044444443333333,1463,Cave Fire,Santa Barbara,Los Padres National Forest,3126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-12-14T08:22:00Z,-119.785,34.5025,7555692b-f672-4660-8f15-d0dab068a193
2020-02-15,-1.4236111109999998,58.652777776666674,40.334722219999996,1464,Bear Fire ,Humboldt,CAL FIRE Humboldt-Del Norte Unit,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-18 08:12:00+00:00,-123.6378411,40.511092,94f20083-2412-4058-bc16-afa6b45c3935
2020-02-17,1.4652777776666666,59.027777776666674,17.565277776666665,1465,Antelope Fire,Sierra,USFS Tahoe National Forest,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-20T14:40:00Z,-120.3291855,39.6923001,c9bb59f7-be32-4296-8c11-3f1233116827
2020-02-23,7.886111110000001,78.41666666666667,26.683333336666667,1466,Beegum Fire,Tehama,CAL FIRE Tehama-Glenn Unit,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-24T14:32:00Z,-122.84722222,40.33583333,f6e7a62d-4796-452d-8e41-66ed1aef6d63
2020-02-23,7.886111110000001,78.41666666666667,26.683333336666667,1467,Wood Fire,Lassen,Bureau of Land Management,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-23T14:45:00Z,-120.49392,40.62155,edd2012d-0574-46a1-97d5-9ca42e7c5912
2020-02-25,5.483333333333333,71.22222222,26.900000003333332,1468,Baseball Fire,"Glenn, Mendocino",Mendocino National Forest,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-03T11:21:00Z,-122.94111111,39.75638899,ad9ab6b9-53ed-417c-a490-6b594974f110
2020-03-02,4.291666666666667,70.47222222333333,20.42638888666667,1469,Grizzly Fire,Glenn,CAL FIRE Tehama-Glenn Unit ,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-05T07:26:00Z,-122.384532,39.774968,405d5f3f-66c9-4b69-8660-82780fa582b5
2020-03-03,3.4791666666666665,61.999999996666666,25.059722223333335,1470,Mann Fire,Riverside,CAL FIRE/ Riverside County Fire Department,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-06 20:10:59+00:00,-117.51793,33.96957,e1298aaa-1337-412e-ba09-7b29e87dad8b
2020-03-06,7.418055555666666,81.95833333333333,20.130555556666668,1471,South Main Fire,Riverside,CAL FIRE / Riverside County Fire,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-09 03:07:33+00:00,-117.40906,33.65263,083f1638-4369-410f-9b57-d53cfaa938f7
2020-04-04,7.397222223333333,52.930555553333335,18.481944443333333,1472,Carter Fire ,Imperial,Imperial County Fire Departmant,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-12T13:51:00Z,-115.5865,32.93432,a87d4713-817a-47ac-9fa5-427c474cf9a5
2020-04-23,11.931944446666668,46.5,32.58888889,1473,Red Fire ,Tehama,CAL FIRE Tehama-Glenn Unit,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-24T09:53:00Z,-122.43905,40.09554,3eff88c0-89ee-4abe-8f6d-f74b90c42f30
2020-04-25,12.126388887666666,56.097222223333326,21.454166666666666,1474,Bar Fire,Trinity,CAL FIRE Shasta-Trinity Unit,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-28 23:56:09+00:00,-122.97693,40.63442,4b1b0f5b-a4f9-4965-ad6a-029c9d89c68c
2020-04-27,14.368055553333335,51.180555553333335,26.24583333,1475,Byron Fire,Contra Costa,Contra Costa Fire Protection District,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-04-27T20:33:00Z,-121.595225,37.82066,18b88d88-2c76-41cb-9b07-5c9dda8f56d9
2020-05-03,16.965277775666667,72.38888888999999,28.08055555333333,1476,Interstate 5 Fire,Kings,Kings County Fire Department,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-03T13:31:00Z,-120.106407,36.075003,2dac9fb4-1c2a-405a-93be-92ed7788a1d2
2020-05-07,16.04027778,80.15277777666667,32.96250000333333,1477,Hollister Fire,Santa Barbara,Santa Barbara County Fire Department,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-09T13:50:00Z,-120.29379,34.47438,d0dbf515-0e04-42d9-a46b-8ea21d18374a
2020-05-08,14.26111111,82.34722222,36.14027777666667,1478,Candy Fire,Butte,CAL FIRE/Butte County Fire,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-08T15:21:00Z,-121.47273,39.42208,9a8425a9-f3ba-4afe-82d2-d9a9776959aa
2020-05-18,16.17777777666667,65.94444444333334,31.07638889,1479,Gilman Fire,Riverside,CAL FIRE / Riverside County Fire ,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-18T18:11:00Z,-117.024114,33.861054,3788f0dd-0d61-4458-95a2-ebda03b815b2
2020-05-21,19.934722223333335,73.25,31.96666666666667,1480,Acres Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-24 20:27:09+00:00,-119.982359,37.11715,0fa5653a-c3c8-4aad-84ce-8d1dd74f211b
2020-05-22,20.222222220000003,78.38888888999999,26.138888886666667,1481,Spanish Fire ,Napa,CAL FIRE Sonoma Lake Napa Unit ,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-23T14:00:00Z,-122.403634,38.697834,adbbc326-9f9a-434d-b18b-67a44f3906e5
2020-05-27,19.579166666666666,71.83333333333333,14.536111113333334,1482,Range Fire,San Luis Obispo,Department of Defense,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-28T06:45:00Z,-120.70524,35.34237,53d70cde-ef0f-49c1-80a9-dc306a8cc043
2020-05-28,21.099999999999998,67.33333333333333,31.57361111,1483,Harley Fire,Riverside,CAL FIRE / Riverside County Fire ,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-28T20:30:00Z,-117.34934,33.83167,57f40970-22b5-4d75-a8f2-2482a18f5bca
2020-05-30,18.433333333333334,81.65277777666667,22.08611111,1484,Creek Fire,Contra Costa,CAL FIRE Santa Clara Unit,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-03 02:46:08+00:00,-86.8616,35.9994,0e1e69d4-cb59-4228-8c55-f18e6b5ad71c
2020-05-31,20.945833333333336,74.5,20.372222223333335,1485,Scorpion Fire,Santa Barbara,Unknown,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09 20:39:09+00:00,-119.74577,34.01389,7a979a96-aeab-4afd-b55f-532882f36a6b
2020-06-01,22.472222223333333,70.31944444333334,26.68888889,1486,Acres Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05 00:26:14+00:00,-119.93221,37.11806,8ad07f5d-c8eb-43c3-94d5-547ee9c0e5cd
2020-06-01,22.472222223333333,70.31944444333334,26.68888889,1487,Amoruso Fire,Placer,"Unified command: CAL FIRE, Placer County Fire Department and Placer County Sheriffs Office",670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10 18:22:43+00:00,-121.390862,38.824371,a47ae21e-d488-4978-ade9-aeed0db63fa6
2020-06-01,22.472222223333333,70.31944444333334,26.68888889,1488,Nash Fire,Mendocino,CAL FIRE Mendocino Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04 08:05:32+00:00,-123.48018,39.1296,0b723ec6-680d-464b-ba30-b444506ceb44
2020-06-02,22.580555556666667,68.04166666666667,20.97361111,1489,Horn Fire ,Lassen,Northern California District - Susanville,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-02T18:33:00Z,-120.288882,40.809323,0eca3343-e9f9-4d09-9fc3-95ab90b153ae
2020-06-02,22.580555556666667,68.04166666666667,20.97361111,1490,Smoketree Fire,Riverside,City of Palm Springs City Fire/ California Desert District,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07T08:34:00Z,-116.524014,33.782532,94b147a7-68ac-4e60-ba42-81fce8facd30
2020-06-03,24.309722219999998,62.51388889,19.169444443333333,1491,Wildlife Fire,Solano,Suisun City Fire Department,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04T09:26:00Z,-122.042199,38.232281,2672d8d0-6523-40da-ae4e-6ae6d48e810a
2020-06-04,23.338888890000003,64.69444444333334,21.912500003333335,1492,Silver Fire,Santa Clara,CAL FIRE Santa Clara Unit,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06 22:01:38+00:00,-121.726223,37.329163,0416a81f-0a17-4835-b05e-fe59a6e7379a
2020-06-04,23.338888890000003,64.69444444333334,21.912500003333335,1493,Brock Fire,Shasta,U.S Forest Service - Shasta-Trinity National Forest,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-04T07:30:00Z,-122.097933,40.837885,a5085c95-252d-4d1c-9e8a-6657a74b7ed5
2020-06-04,23.338888890000003,64.69444444333334,21.912500003333335,1494,Colleen Fire,Santa Clara,Unified Command: CAL FIRE Santa Clara Unit and City of San Jose,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07T07:42:00Z,-121.851895,37.229703,3837f75a-208d-41d0-8d89-5719a11912ef
2020-06-05,21.969444446666667,69.875,13.916666666666666,1495,Karchner Fire,Placer,CAL FIRE Nevada Yuba Placer Unit ,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-05T12:32:00Z,-121.340239,38.98487,57a6f6b7-eba1-4ed7-ba7b-6b078b06731d
2020-06-05,21.969444446666667,69.875,13.916666666666666,1496,Lakeville Fire,Sonoma,CAL FIRE Sonoma Lake Napa Unit ,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06T18:37:00Z,-122.549816,38.224849,db5ad2e7-dc3d-41f2-91b4-4019857ee51e
