location_id,time,Temp (C),average humidity %,average wind speed
0,6/5/2014,18.95416667,88.75,11.39583333
0,6/6/2014,18.87916667,86.66666667,32.55
0,6/7/2014,17.2875,84.41666667,23.45
0,6/8/2014,18.4375,84.16666667,32.58333333
0,6/9/2014,17.67916667,91.29166667,21.71666667
0,6/10/2014,17.825,91.79166667,13.62083333
0,6/11/2014,18.75416667,86.16666667,23.02083333
0,6/12/2014,19.75,83.04166667,30.98333333
0,6/13/2014,19.93333333,79.5,21.85833333
0,6/14/2014,20.5,80.75,17.4375
0,6/15/2014,20.5375,88.16666667,19.79166667
0,6/16/2014,20.64166667,88.25,16.38333333
0,6/17/2014,20.5625,85.16666667,19.84583333
0,6/18/2014,20.77083333,88.25,16.875
0,6/19/2014,20.8375,91.375,12.57916667
0,6/20/2014,20.275,90.5,20.22083333
0,6/21/2014,20.17916667,92.95833333,7.425
0,6/22/2014,19.6,94.66666667,11.31666667
0,6/23/2014,21.15416667,89.95833333,15.1875
0,6/24/2014,21.93333333,83.70833333,24.22083333
0,6/25/2014,21.84166667,88.66666667,28.4125
0,6/26/2014,22.1125,86.04166667,27.54583333
0,6/27/2014,22.26666667,78.29166667,29.72083333
0,6/28/2014,22.47083333,80.33333333,23.04166667
0,6/29/2014,22.47916667,83.54166667,10.61666667
0,6/30/2014,22.75416667,87.625,17.675
